conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:4181_conv:8363,1,afraid,I went to a haunted house and just couldnt bring myself to step inside,506,The Haunted house by me is just terrifying_comma_ I could not walk in,5|5|5_4|5|4,
hit:4181_conv:8363,2,afraid,I went to a haunted house and just couldnt bring myself to step inside,44,did you go alone or with a group?,5|5|5_4|5|4,
hit:4181_conv:8363,3,afraid,I went to a haunted house and just couldnt bring myself to step inside,506,With a group,5|5|5_4|5|4,
hit:4181_conv:8363,4,afraid,I went to a haunted house and just couldnt bring myself to step inside,44,it sounds like its scary,5|5|5_4|5|4,
hit:4209_conv:8418,1,afraid,A couple months ago I got a text message saying that my sister was in a motorcycle accident!  I was really scared she might have been seriously injured!,277,A couple months ago I got a text message saying that my sister was in a motorcycle accident! I was really scared she might have been seriously injured!,5|5|5_5|5|5,
hit:4209_conv:8418,2,afraid,A couple months ago I got a text message saying that my sister was in a motorcycle accident!  I was really scared she might have been seriously injured!,509,OH no_comma_ is she okay?,5|5|5_5|5|5,
hit:4209_conv:8418,3,afraid,A couple months ago I got a text message saying that my sister was in a motorcycle accident!  I was really scared she might have been seriously injured!,277,Yeah_comma_ thankfully she just had a little road rash_comma_ but nothing permanent.,5|5|5_5|5|5,
hit:4209_conv:8418,4,afraid,A couple months ago I got a text message saying that my sister was in a motorcycle accident!  I was really scared she might have been seriously injured!,509,Oh great! Does she still ride?,5|5|5_5|5|5,
hit:4363_conv:8727,1,afraid,I feel a bit scared sometimes living alone in a rough neighborhood. I have dogs..but I don't have a weapond.,296,I feel a bit scared sometimes living alone in a rough neighborhood.,2|4|5_4|4|5,
hit:4363_conv:8727,2,afraid,I feel a bit scared sometimes living alone in a rough neighborhood. I have dogs..but I don't have a weapond.,511,Can't you just live with someone?,2|4|5_4|4|5,
hit:4363_conv:8727,3,afraid,I feel a bit scared sometimes living alone in a rough neighborhood. I have dogs..but I don't have a weapond.,296,No_comma_ lol. That brings a lot of drama. I have dogs..but I don't have a weapons.,2|4|5_4|4|5,
hit:4363_conv:8727,4,afraid,I feel a bit scared sometimes living alone in a rough neighborhood. I have dogs..but I don't have a weapond.,511,Well_comma_ dogs are good for protection.,2|4|5_4|4|5,
hit:4584_conv:9169,1,afraid,The way interest rates are these days_comma_ i'm so scared to go get a car loan,237,The way interest rates are these days_comma_ i'm so afraid to go get a car loan,5|5|5_2|3|3,
hit:4584_conv:9169,2,afraid,The way interest rates are these days_comma_ i'm so scared to go get a car loan,226,Financing can be scary but a lot of places now have really great rates for auto loans.,5|5|5_2|3|3,
hit:4584_conv:9169,3,afraid,The way interest rates are these days_comma_ i'm so scared to go get a car loan,237,I intend to fix my dad's old Chevrolet covet pending when I am buoyant enough to pay for a new car,5|5|5_2|3|3,
hit:4584_conv:9169,4,afraid,The way interest rates are these days_comma_ i'm so scared to go get a car loan,226,That sounds like a plan. It make take a while though to save that much so just be patient.,5|5|5_2|3|3,
hit:4633_conv:9267,1,afraid,I woke up and I swear I heard footsteps in my house,445,I woke up to my pitch black room_comma_ and heard what I swore were foot steps tight next to me.,5|5|5_4|5|4,
hit:4633_conv:9267,2,afraid,I woke up and I swear I heard footsteps in my house,126,That sounds scary,5|5|5_4|5|4,
hit:4633_conv:9267,3,afraid,I woke up and I swear I heard footsteps in my house,445,YES_comma_ I was so scared I just laid there looking at the ceiling.,5|5|5_4|5|4,
hit:4633_conv:9267,4,afraid,I woke up and I swear I heard footsteps in my house,126,I am glad you were okay,5|5|5_4|5|4,
hit:4821_conv:9642,1,afraid,I was terrified to walk home from the bar one night. There were gunshots nearby,506,I was terrified to walk home from the bar one night. ,5|5|5_5|5|5,
hit:4821_conv:9642,2,afraid,I was terrified to walk home from the bar one night. There were gunshots nearby,11,Oh I bet.. thats always risky honestly. Did you talk on the phone to someone while walking? ,5|5|5_5|5|5,
hit:4821_conv:9642,3,afraid,I was terrified to walk home from the bar one night. There were gunshots nearby,506,There were gunshots nearby so I just ran home as fast as I could,5|5|5_5|5|5,
hit:4821_conv:9642,4,afraid,I was terrified to walk home from the bar one night. There were gunshots nearby,11,Holy! Glad you are okay. ,5|5|5_5|5|5,
hit:4996_conv:9993,1,afraid,living out in the country when it gets dark it's really hard to see what's going on around you at nite,463,living out in the country when it gets dark it's really hard to see what's going on around you at nite,4|5|5_5|5|5,
hit:4996_conv:9993,2,afraid,living out in the country when it gets dark it's really hard to see what's going on around you at nite,524,i imagine so_comma_ especially when you have no idea what to expect,4|5|5_5|5|5,
hit:4996_conv:9993,3,afraid,living out in the country when it gets dark it's really hard to see what's going on around you at nite,463,i'm always afraid some kind of critter is going to come out and getme,4|5|5_5|5|5,
hit:4996_conv:9993,4,afraid,living out in the country when it gets dark it's really hard to see what's going on around you at nite,524,lol what country are you in?,4|5|5_5|5|5,
hit:4996_conv:9993,5,afraid,living out in the country when it gets dark it's really hard to see what's going on around you at nite,463,usa and you?,4|5|5_5|5|5,
hit:5127_conv:10254,1,afraid,I have a presentation to do at work tomorrow and I'm not prepared. I hope I don't mess up.,530,I'm so not prepared for this presentation at work tomorrow,5|5|5_5|5|5,
hit:5127_conv:10254,2,afraid,I have a presentation to do at work tomorrow and I'm not prepared. I hope I don't mess up.,123,Oh no_comma_ I have been there! I hope everything goes okay!,5|5|5_5|5|5,
hit:5127_conv:10254,3,afraid,I have a presentation to do at work tomorrow and I'm not prepared. I hope I don't mess up.,530,Thank you. I do too but I'm so worried about messing up.,5|5|5_5|5|5,
hit:5127_conv:10254,4,afraid,I have a presentation to do at work tomorrow and I'm not prepared. I hope I don't mess up.,123,Don't worry about it_comma_ worrying will only make things worse.,5|5|5_5|5|5,
hit:5128_conv:10256,1,afraid,I was pretty scared when it stormed last night. I do not like storms,126,I was scared over the storm last night. I do not like bad weather,4|5|4_4|5|5,
hit:5128_conv:10256,2,afraid,I was pretty scared when it stormed last night. I do not like storms,535,I understand.  I don't like bad weather either.,4|5|4_4|5|5,
hit:5128_conv:10256,3,afraid,I was pretty scared when it stormed last night. I do not like storms,126,Its the worst,4|5|4_4|5|5,
hit:5128_conv:10256,4,afraid,I was pretty scared when it stormed last night. I do not like storms,535,Was it a tornado?,4|5|4_4|5|5,
hit:5131_conv:10263,1,afraid,when a dog was running at me in the dark,514,i thought i was going to be attacked by a huge dog running at me in the dark!,5|5|5_4|5|5,
hit:5131_conv:10263,2,afraid,when a dog was running at me in the dark,273,I hate that! Where they're probably friendly_comma_ but because they're so big_comma_ you have no idea what could or would happen_comma_ so you get so defensive..,5|5|5_4|5|5,
hit:5131_conv:10263,3,afraid,when a dog was running at me in the dark,514,EXACTLY!he just wanted to play. but i had never met him befeore to know that,5|5|5_4|5|5,
hit:5131_conv:10263,4,afraid,when a dog was running at me in the dark,273,My brother has a large lab_comma_ although they're pretty sure it has to be part of something else_comma_ because it's over a hundred pounds and looks much bigger than a normal lab. She's a sweet dog_comma_ has the energy of a puppy though_comma_ so she comes tearing at you with speed and you think you're about to die.. But she's just being playful.,5|5|5_4|5|5,
hit:5165_conv:10331,1,afraid,Scary movies.,220,I never watch scary movies because they bother me too much but here I am_comma_ regretting that I just watched one.,5|5|5_5|5|5,
hit:5165_conv:10331,2,afraid,Scary movies.,1,Curiousity gets to ya sometimes.,5|5|5_5|5|5,
hit:5165_conv:10331,3,afraid,Scary movies.,220,I guess that's what I can blame it on.,5|5|5_5|5|5,
hit:5165_conv:10331,4,afraid,Scary movies.,1,hahaha so why did you watch it?,5|5|5_5|5|5,
hit:5198_conv:10396,1,afraid,I haven't seen a horror movie in so long. I don't know if I can take watching one this weekend with my friends.,1,I haven't seen a horror movie in so long. I don't know if I can take watching one this weekend with my friends,5|5|5_4|4|5,
hit:5198_conv:10396,2,afraid,I haven't seen a horror movie in so long. I don't know if I can take watching one this weekend with my friends.,126,I am with you on that one,5|5|5_4|4|5,
hit:5198_conv:10396,3,afraid,I haven't seen a horror movie in so long. I don't know if I can take watching one this weekend with my friends.,1,Not a fan of horror either?,5|5|5_4|4|5,
hit:5198_conv:10396,4,afraid,I haven't seen a horror movie in so long. I don't know if I can take watching one this weekend with my friends.,126,I hate it,5|5|5_4|4|5,
hit:5335_conv:10670,1,afraid,I live in Florida and was quite scared when the hurricane came over us!  I really didn't know what would happen.,277,I live in Florida and was quite scared when the hurricane came over us! I really didn't know what would happen.,5|5|5_5|5|5,
hit:5335_conv:10670,2,afraid,I live in Florida and was quite scared when the hurricane came over us!  I really didn't know what would happen.,225,Did you have any damage ?,5|5|5_5|5|5,
hit:5335_conv:10670,3,afraid,I live in Florida and was quite scared when the hurricane came over us!  I really didn't know what would happen.,277,Yes_comma_ but luckily not nearly as much as some of my neighbors.  It was a nail biting night for sure though! ,5|5|5_5|5|5,
hit:5335_conv:10670,4,afraid,I live in Florida and was quite scared when the hurricane came over us!  I really didn't know what would happen.,225,I'm glad you came through it safely.,5|5|5_5|5|5,
hit:5367_conv:10735,1,afraid,when my mother in law fell on ice ,11,My mother in law came to visit for the first time and fell so hard on ice. It was scary. ,5|5|5_5|5|5,
hit:5367_conv:10735,2,afraid,when my mother in law fell on ice ,225,Did she break anything ? How old is she ?,5|5|5_5|5|5,
hit:5367_conv:10735,3,afraid,when my mother in law fell on ice ,11,Shes older so thats was it was so scary. She did end up injuring her hip. ,5|5|5_5|5|5,
hit:5367_conv:10735,4,afraid,when my mother in law fell on ice ,225,Hopefully no breaks.,5|5|5_5|5|5,
hit:5405_conv:10811,1,afraid,I am sitting in my house right now. The power just went out because of this big storm!,291,I am in a storm right now.,5|5|5_5|5|5,
hit:5405_conv:10811,2,afraid,I am sitting in my house right now. The power just went out because of this big storm!,506,Is it a hurricane or something worse?,5|5|5_5|5|5,
hit:5405_conv:10811,3,afraid,I am sitting in my house right now. The power just went out because of this big storm!,291,It's one of them thunderstorms!,5|5|5_5|5|5,
hit:5405_conv:10811,4,afraid,I am sitting in my house right now. The power just went out because of this big storm!,506,Oh no_comma_ stay indoors for sure!,5|5|5_5|5|5,
hit:5513_conv:11026,1,afraid,I am cooking dinner for my boyfriend tomorrow for the first time,262,I am cooking for my boyfriend tomorrow.,5|5|5_4|4|5,
hit:5513_conv:11026,2,afraid,I am cooking dinner for my boyfriend tomorrow for the first time,548,That's nice of you. Is it a special occasion?,5|5|5_4|4|5,
hit:5513_conv:11026,3,afraid,I am cooking dinner for my boyfriend tomorrow for the first time,262,Just because I have never done it. I am so nervous,5|5|5_4|4|5,
hit:5513_conv:11026,4,afraid,I am cooking dinner for my boyfriend tomorrow for the first time,548,Use a recipe and stick to it. If he is a good boyfriend he will appreciate your effort.,5|5|5_4|4|5,
hit:5513_conv:11026,5,afraid,I am cooking dinner for my boyfriend tomorrow for the first time,262,That all I am hoping for,5|5|5_4|4|5,
hit:5607_conv:11215,1,afraid,I'm going to be across the ocean from my girlfriend for school.,1,I'm going to be across the ocean from my girlfriend for school.,5|5|5_5|5|5,
