context,prompt,first_utterance
anxious,One time I had to take a trip away from home for three weeks_comma_ it made me very nervous.,I had to take a trip away from home for three weeks. It made me so nervous I couldn't sleep.
anxious,My son will have his 18 months shots soon,my son will have his 18 months shots soon. i'm a little nervous about it. i hate seeing him getting shots
anxious,I haven't heard from my girlfriend in 2 weeks. Wonder what's going on?,I haven't heard from my girlfriend in 2 weeks. Wonder what's going on?
anxious,I had to wait in line for food at the mall but all the people sitting and eating made me nervous.,Last week_comma_ I had to wait in line forever for food at the mall. There was a lot of people around me and it made me very nervous!
anxious,i cant wait to hear if my house sells. i am so nervous,Hey_comma_ I have some good news.
anxious,I was hit by a tornado in the middle of the night and now I can't stand big storms.,I am so super scared of big storms.
anxious,ready for my house to sell,I am so impatient for tuesday.
anxious,I have to take a foreign language class for college_comma_ and I'm not sure how well I'll do,I have to take a foreign language class for college_comma_ and I'm not sure how well I'll do
anxious,I was anxious when I applied for grad schol_comma_ I did not know if I would get in,I was anxious when I applied for grad school_comma_ I did not know if I would get in
anxious,I was anxious when I applied for graduate school,I was anxious when I applied for graduate school
anxious,Waiting to hear what the loan officer says on my home loan application,Waiting to hear what the loan officer says on my home loan application
anxious,I have an important job interview and i am nervous about it.,I have an important job interview and i am nervous about it.
anxious,Really don't want to start my new job in a week. It's at a fast food place and I don't know if I'll be able to keep up with demand.,Really don't want to start my new job in a week. It's at a fast food place and I don't know if I'll be able to keep up with demand
anxious,I am going to look for a job as soon as school starts. Im excited.,I am about to enter the workforce again soon. Hopefully
anxious,Tomorrow I start my new job.,Tomorrow is a fine day for me - I start my new job.
anxious,I am so ready for the first Monday Night Football game.,I am so ready for the first Monday Night Football game.
anxious,I am always anxious. One example at stores sometimes. or maybe about making enough money.,I often feel a lot of anxiety about making enough money and saving up enough money in case anything happens. And many things usually do happen. i almost panic at times with worry
anxious,I have a huge work presentation coming up Friday and I am very nervous.,I have a huge presentation at work this week. I have never done this before and I am not sure if I am prepared yet.
anxious,I have a toothache. It has been getting worse for the past month. I don't want to go to the dentist though. I hate going.,My tooth has been hurting for over a month and keeps getting worse.
anxious,I found a snake in the yard a few days ago.,I found a snake a few days ago while walking in the yard.
anxious,Work has been slow lately_comma_ making me stressed.,5
anxious,I had to go to the doctor recently to get something checked out_comma_ I was definitely nervous about the outcome.,I had to go to the doctor recently to get something checked_comma_ always makes me worried going there.
anxious,I always get nervous when I drive. The possibility of getting into a car accident is nerve wrecking.,I always get nervous when I drive. The possibility of getting into a car accident is nerve wrecking.
anxious,I really hate when I have to wake up early for an appointment. I fear I will sleep in and miss it!,I hate having to wake up early for appointments. My biggest fear is that I will oversleep and miss it
anxious,We submitted our proposal for the new project and hope we get it. It would be such a high profile project that would get us a lot of  new clients if successful.,We submitted our proposal for the new project and hope we get it. It would be such a high profile project that would get us a lot of new clients if successful.
anxious,I have a court date next week and I don't know what's going to happen.,I have a court date next week and I don't know what's going to happen.  I really want custody of my kids.
