emotion,idx,prompt,first_utterance
angry,16,I lost my credit card and someone charged 500 dollars on it. I am so upset it happened.,I lost my credit card and someone charged 500 dollars on it.
angry,17,I just got cable installed and I can never find anything good on television. What a waste,I just ordered cable a couple weeks ago and got it installed
angry,18,i was pissed when i saw a dent in my door,i was pissed when i saw a dent in my door
angry,19,I am angry that the person I live with still doesn't like paying bills. You have to pay bills to have things. That is how life works.,I am very upset and a bit disgusted by that the person I live with still doesn't like paying bills. You have to pay bills to have things
angry,20,I had just washed my car last week because I was supposed to drive it through the parade. When I got home I realized that whatever chemicals were used in the car wash had stripped my car's paint!,I had just washed my car last week because I was supposed to drive it through the parade.
angry,21,Someone cut me off in traffic today,Someone cut me off in traffic today
angry,22,My boyfriend cheated on me while I was away visiting family.,My boyfriend cheated on me while I was away visiting family. I was very angry and upset
angry,23,Someone stole an ice chest out of the back of my truck.,Someone stole an ice chest out of the back of my truck
angry,24,I just read an article online recently that said medical marijuana was now OK in the UK_comma_ it was so frustrating to read it because it had no valid reason being banned_comma_ and the way it got legalized was a child (epileptic) being denied it_comma_ and then having seizures every day. its mind blowingly frustrating,Hello! I recently read an article about medical marijuana now being allowed in the united kingdom_comma_ What do you think about it?
angry,25,There's nothing that ticks me off more than someone who tries too hard to make an impression.,I don't get mad easy. But if there's anything that ticks me off a lot it's someone who tries too hard to make an impression. Like if I like you I like you if I don't I don't it's that simple really haha
angry,26,I was driving down the highway and a semi-truck doesn't even look and just merges into my lane. I had to swerve over and luckily there wasn't a car there.,I'm furious_comma_ I was almost killed by a semi-truck because he just randomly merged into my lane without looking!
angry,27,i can't believe my ex borrowed money from me and acts like he doesnt remember,My ex borrowed money from me a long time ago.
angry,28,I found out that my first boyfriend had been cheating on me. I was so mad at him because I knew I deserved better. He never apologized to me about it and I told him I never wanted to see him again.,My very first boyfriend ever cheated on me. When I found out I was so mad.
angry,29,I don't know what makes me more upset a rude employee or the manager I had my food order messed up and Wendy's gave me so much attitude super rude.,Some restaurants just have the worst workers they are so rude and mean to us the customers.
angry,30,My landlord posted a curfew for our complex. Its pointless now the summer is over,my landlord posted flyers about a curfew in our complex
angry,31,I had a performance review at work where I was surprised by the presence of my least favorite person in the company. The account manager part of my position was effectively dissolved and I was forced to answer phones.,Sometimes life just gives you lemons. At an old job of mine_comma_ I had what will probably remain the worst performance review of my life.
angry,32,These kids keep riding their bikes through my lawn! They've killed every one of my flowers!,The kids next door keep riding my bikes through my yard. I asked them to stop but they just laughed at me.
angry,33,My neighbor is out again having a party...I find it strange because he yelled at me on a night before- but he has decided when HE isn't working- it's fine to be loud later at night,My neighbor is out again having a party...I find it strange because he yelled at me on a night before when he was working...but it's okay when he wants too?
angry,34,I just found out my husband is messaging another woman on facebook. He's asking her to meet up with her.,I caught my husband messaging another woman on facebook
angry,35,Asked a relative to care for our pet while we were gone and the dog ended up missing.,Asked a relative to care for our pet while we were gone and the dog ended up missing.
