context,prompt
angry,It really gets underneath my skin to see a child try to bully another child especially if it comes to my family members. I become a fierce protector and do my best to keep the peace. I have a look though that seems to work best.
angry,Our home was broken into when we moved in and it made me so mad.
angry,"When working on a group project at work I came into contact with someone I was working with who just DIDNT take the TIME to READ the DIRECTIONS. Because of that, the project took too long and neither of us got paid for it. Made my blood boil."
angry,i get so frustrated with my slacker coworker
angry,I was at the grocery store today using self checkout. A man was checking out beside me and he took my receipt!
angry,"I'm tired of being harassed by this corrupt city. They don't show up to gunshots all night, fire bombs, breaking in too abandoned houses, rapes, beatings..but they care if my own car is parked on a lawn that I mow????"
angry,Recently my manager lied to us. He changed our money and took the bonus away.
angry,"I woke up this morning, and my mailbox had been smashed in. I think the neighborhood teens had smashed it with a bat."
angry,My boss said that I was rude to a customer earlier this year and that is why I am not getting a raise.
angry,I love my girlfriend but she can get me so angry
angry,I think someone stole my headphones recently.
angry,Someone cut me off in traffic today
angry,I am so mad. Someone took my crystal ball.
angry,I just bought some honey buns and the entire box is gone. I didn't even eat any.
angry,"I was supposed to close on my house this weekend, but the people are refusing to move out!"
angry,When planning my wedding the caterer we were trying to hire was completely ignoring my wife every time she tried to talk to her.
angry,Some left their garbage outside of the dumpster in my apartment complex. Now at night there are a bunch of raccoons outside.
angry,I was driving down the highway and a semi-truck doesn't even look and just merges into my lane. I had to swerve over and luckily there wasn't a car there.
angry,"I am mad at how the Eagles played the other day, they lost to the browns"
angry,"Went to a fast food place, and they messed up my order. I even repeated it twice, and had them double-check with me again after that! I know they're under a lot of pressure and work hard, but why is order accuracy so hard..."
angry,"I would be angry if a truck full of rotten salmon smashed through the wall of my room right now, if I'm being honest. Not only would it destroy most of what I own, but it would also make the place smell awful for months. And I mean, the smell is a bit more important, let's be real."
angry,My kids don't like to listen and it drives me crazy.
angry,I am mad at my brother because he broke my bike. He always want to use my stuff and break it.
angry,My internet company tried to deny having someone come out to fix my internet. It hasnt been working for 3 months.
angry,I was upset when my dog tore up my living room couch
angry,All my cucumber plants died this week due to too much rain
angry,i was upset whewn i saw someone had put a dent in my car door
angry,One of my roommates left without cleaning his room and the school charged me and the other two roommates 100$
angry,I applied to get a new passport. They have lost my paperwork.
angry,i hate when i see people homeless in the street i dont know if i should get mad or sad
angry,I am getting more mad at my landlord. They are not doing what they promise to do
angry,My boss fired me because I kept making him look bad. I am so mad about it!
angry,I lost my mind and lost temper when i came to know that i will not get my deserved promotion
angry,A man poured a beer on me at the bar. I was so upset at him!
angry,My friend has promised me that he would drive me to the airport for my flight. He never showed up and I missed my flight.
angry,Im tired of paying rent. Id rather have a mortgage and own my home
angry,I just found out my husband is cheating on me. I am so disgusted not sure what to do next.
angry,"We paid 600$ for a cruise, but they canceled it with not refunds one week before. so mad"
angry,My workers did not perform the task to satisfactory standard.
angry,I got pulled over for speeding the other day. I know I wasnt speeding because I had my cruise control set. Im so mad
