context,prompt,first_utterance
angry,MY ex didn't show up to court again. He is always wasting my time.,I recently had a court date for child support.
angry,Brother took my car without asking and i had to go to work. I was so furious at him and wasn't happy at all.,So i am really mad right now. Brother took my car without asking and i have to go to work.
angry,i just hate when people drive slow in the left lane,"people need to move over to the right lane, i hate when they go slow in the left"
angry,My roommate would leave his dogs poop bags inside the house at times.,My roommate was very forgetful. He would sometimes leave his dogs poop bags inside instead of bringing them out to the garage.
angry,i was really pissed off when i found out my best friend slept with my girlfriend. i was shaking all over!,i was really pissed off when i found out my best friend slept with my girlfriend. i was shaking all over!
angry,"i hate when my kids leave their clothes all over the floor, i punish their video games but they still manage to leave their clothes on the floor",i really hate when my kids leave their dirty clothes on the floor
angry,i can't believe my ex borrowed money from me and acts like he doesnt remember,My ex borrowed money from me a long time ago.
angry,"When I was younger, this little kid was going around tripped other kids and being a jerk in general. He was picking on kids smaller than him, which really annoyed me. So, I tripped him with a hoola hoop.","When I was a kid, I went to this group with other kids my age, it was in a big gym. There were kids of different ages, and one of the kids (8 years old or so) was picking on the littler kids. So, when he had his back turned, I looped him with a hoola hoop and tripped him so he fell flat on his face."
angry,when i found out my wife cheated on me,"Im still upset really about what happened, but I should just get over it."
angry,i gave my buddy money to buy me a huge roll of toiletpaper from Costco but he used the money for other things,i gave him $34 to get me the Angel Soft toiletpaper 2 huge packs and he used the money to change his oil in the car
angry,My landlord didn't want to repair the ceiling. He take rent but he doesn't want to make any reparations.,My landlord didn't want to repair the ceiling. He take the rent but he doesn't want to make any reparations.
angry,My cat vomited on my shoes,My cat vomited on my shoes
angry,I am so mad that my boss made me work Saturday.,I am so mad that my boss made me work Saturday.
angry,I am upset the baseball game got canceled.,I am upset the baseball game got canceled.
angry,My daughter left with her friends and her room is a mess. I am so upset.,I let my daughter go out with her friends today.
angry,I lost my favorite jacket and I can't find it. It was quite expensive and not easily replaced,I lost my favorite jacket and I can't find it
angry,was travelling 14 hours internationally. First flight got delayed and the airline would not apologize and provide altenative,was travelling 14 hours internationally. First flight got delayed and the airline would not apologize and provide altenative
angry,I do not like walking my kids to school. There are way too many hills. I wish t car worked,My car has worked in months and now school has started
angry,I was so upset the day I found out my mother had cancer. We were at the theater getting ready to watch movie when I got the phone call. I felt heartbroken.,When I got the phone call that my mom had cancer I was so upset.
angry,My brother was in a drunken mood.,My brother was in a drunken mood last night. He said nasty things and broke my furniture
